id,ra_deg,dec,mag,ci,spect,lum,proper,dist,x,y,z
25,0.0795,-44.2906,6.28,0.763,G3IV,17.7337,,81.367,58.2431,0.0808,-56.8184
34,0.0996,26.9181,6.43,0.514,F7.5IV-V,12.9897,,74.6269,66.5413,0.1156,33.7848
43,0.1289,59.5597,6.18,1.032,G9III-IV,54.5507,,136.2398,69.0244,0.1553,117.4601
50,0.143,-53.0977,6.49,0.616,G1IV,7.7983,,59.4177,35.6774,0.089,-47.514
63,0.1818,45.2533,6.36,-0.047,B9p SiEu,87.9023,,187.9699,132.3251,0.4198,133.5012
88,0.2691,-48.8099,5.71,0.911,G8III,149.6925,,181.8182,119.7368,0.5624,-136.8234
106,0.3302,49.9816,6.22,0.97,G7II-III,112.8236,,199.6008,128.348,0.7397,152.8618
107,0.3338,-50.3374,5.53,1.615,M2III,148.0471,,166.3894,106.1989,0.6188,-128.0892
122,0.3992,-77.0657,4.78,1.254,K2III,47.2933,,66.5779,14.902,0.1038,-64.8886
124,0.4042,61.2228,5.58,0.407,F0III,4541.5071,,943.3962,454.1443,3.2041,826.8852
137,0.4327,42.3671,6.25,-0.042,B9IIIp Mn,386.1891,,374.5318,276.7119,2.0898,252.389
145,0.456,-3.0275,5.13,-0.128,B7III-IV,149.8304,,139.2758,139.077,1.107,-7.3559
154,0.4901,-6.0141,4.37,1.631,M3III,272.8978,,132.4503,131.7165,1.1267,-13.8772
171,0.5421,27.0823,5.8,0.69,G3V,0.6172,,12.1699,10.835,0.1025,5.5406
183,0.583,-29.7204,5.04,-0.15,B4V,199.3425,,154.0832,133.8074,1.3616,-76.3895
186,0.6007,8.9568,6.33,0.182,A6V,38.6189,,122.8501,121.3454,1.2722,19.1265
194,0.6238,8.4855,5.7,0.315,F0V,6.223,,36.9004,36.4943,0.3973,5.445
208,0.6504,66.099,5.87,1.073,G8III,39084089.5792,,100000.0,40513.1986,459.8784,91424.6644
238,0.7395,-20.0459,6.25,0.526,F6/F7V,10.2991,,61.1621,57.452,0.7416,-20.9647
253,0.7827,-24.1451,6.46,1.176,K1III,94.189,,203.666,185.8304,2.5388,-83.3095
274,0.8571,63.6405,6.24,0.332,B3Ia,1620.317,,763.3588,338.8946,5.0702,683.9893
300,0.935,-17.336,4.55,-0.047,B9IVn,91.8756,,83.4725,79.6701,1.3002,-24.8727
302,0.9651,66.7122,6.31,1.629,M4,184.3317,,265.9574,105.1314,1.7711,244.29
330,1.0569,62.2877,5.9,0.274,A1III,38018939.6321,,100000.0,46495.3543,857.7928,88529.3523
343,1.0825,-16.529,5.78,1.084,K0III,34.898,,90.6618,86.8998,1.642,-25.7934
345,1.0846,-29.2688,6.38,0.006,A1V,38.089,,124.8439,108.8862,2.0615,-61.0372
355,1.1255,-10.5095,4.99,1.619,K3Ibvar,3610.7715,,641.0256,630.1505,12.38,-116.9224
366,1.1524,42.0925,6.11,0.159,B9III,467.3045,,386.1004,286.453,5.7625,258.8146
377,1.172,-71.4369,5.59,-0.1,B8III,155.7399,,175.4386,55.839,1.1423,-166.3112
379,1.1746,67.1664,5.68,1.051,K1III,39.9945,,92.6784,35.9568,0.7372,85.4158
394,1.2236,34.6598,6.09,0.632,G2V,4.9023,,39.185,32.224,0.6883,22.2846
399,1.2333,26.6488,6.25,1.368,K4IIIb,110.1539,,200.0,178.7132,3.8474,89.704
410,1.2549,27.6748,6.47,0.946,G8II,63.5038,,168.0672,148.8043,3.2597,78.0592
417,1.2659,-0.503,6.32,1.099,G9III:,49.7966,,138.8889,138.8496,3.0683,-1.2194
418,1.2756,61.314,5.8,-0.067,B8MNp...,204.9274,,221.7295,106.4059,2.3693,194.5151
441,1.3339,-5.7076,4.61,1.029,K1III,19.4626,,39.4945,39.2881,0.9148,-3.9278
475,1.4248,13.3963,5.55,0.901,G5III,68.5488,,114.2857,111.1417,2.7644,26.4782
517,1.5653,58.4367,5.98,0.687,G5V,1.6293,,21.4777,11.2381,0.3071,18.3003
521,1.5792,-49.0752,5.7,0.519,G1IV...,3.0227,,25.7136,16.8378,0.4642,-19.4284
530,1.6105,64.1962,5.57,-0.023,B9III,364.4182,,265.9574,115.7232,3.2538,239.4387
543,1.6531,29.0215,6.07,0.752,K0V,0.6076,,13.6705,11.949,0.3449,6.6321
559,1.7087,-23.1075,6.19,0.386,F2IV,4.5165,,39.3856,36.2096,1.0802,-15.4572
601,1.8261,-17.387,6.2,0.133,A2IV/V,89.3717,,176.0563,167.9266,5.3539,-52.6099
634,1.9338,-2.5487,6.43,-0.146,B8IIIsp...,78.5597,,183.4862,183.2003,6.1856,-8.1593
635,1.9454,-22.5086,5.93,0.141,A1V,22.7196,,78.3699,72.3581,2.4578,-30.0017
654,2.0145,-33.5293,5.67,1.119,K1III,42.3838,,94.9668,79.1157,2.7829,-52.4562
663,2.0504,-2.4477,6.18,1.366,K2III,229.2979,,279.3296,278.8961,9.9849,-11.9295
670,2.0731,-8.8241,5.99,1.034,G8III:,33.9156,,98.4252,97.1966,3.5183,-15.0986
676,2.0969,29.0904,2.07,-0.038,B9p,114.4986,Alpheratz,29.7442,25.9747,0.951,14.4613
693,2.1369,63.204,6.41,0.998,G3II,323.5937,,369.0037,166.2366,6.2029,329.3792
694,2.1396,-17.5782,6.11,1.664,M0/M1IIICNp,1047.1285,,578.0347,550.6597,20.5726,-174.5702
697,2.1707,36.6271,6.21,0.504,F8IV,3.0088,,32.4465,26.0208,0.9863,19.3577
714,2.2172,25.463,6.24,0.976,K0III,53.3089,,138.5042,124.9567,4.8379,59.5468
726,2.2507,28.2475,6.47,0.242,A4Vm,27.6439,,110.8647,97.5866,3.8353,52.4703
727,2.2601,18.212,5.57,1.043,G9III,39.3731,,87.4126,82.9692,3.2745,27.3193
728,2.2599,-54.0019,6.32,0.738,G4IV...,42.5402,,128.3697,75.3916,2.9752,-103.8558
744,2.2933,59.1498,2.28,0.38,F2III-IV,30.0608,Caph,16.7842,8.6,0.3444,14.4094
758,2.3329,79.7145,6.01,0.203,A7IV,38.2296,,105.4852,18.819,0.7667,103.7901
759,2.3378,-27.9879,5.42,0.414,F3V,35.4813,,77.4593,68.3432,2.7901,-36.3505
763,2.3525,-45.7474,3.88,1.013,K0III,47.7749,,44.2087,30.8238,1.2663,-31.6654
796,2.4671,-62.2968,6.34,0.164,A6V,44.3404,,132.2751,61.4366,2.647,-117.1121
811,2.5092,11.1458,5.54,-0.064,B9V,46.4301,,93.633,91.7789,4.0219,18.0999
812,2.5094,-82.224,5.29,1.049,K1/K2III,40.6256,,78.064,10.5519,0.4624,-77.3462
838,2.5786,-5.2486,5.84,0.973,K1III,13.6647,,58.309,58.0057,2.6123,-5.3339
839,2.5802,46.0723,5.01,0.405,F2II,1229.1362,,377.3585,261.5272,11.7852,271.7794
871,2.6785,-12.5799,5.84,1.0,K0III,22.6152,,75.0188,73.1379,3.4216,-16.3392
908,2.8161,-15.468,4.89,0.487,F5V,3.3884,,18.7477,18.0468,0.8877,-5.0
928,2.8934,-27.7997,5.41,1.346,K2III,353.5086,,243.309,214.9527,10.8642,-113.4751
948,2.9333,-35.1331,5.24,0.459,F3/F5V,3.1623,,21.2766,17.3776,0.8904,-12.2442
965,2.9961,48.1524,6.18,1.467,K4III,119.8947,,202.0202,134.5939,7.0446,150.4893
981,3.0416,-17.9383,5.29,1.478,K4III,242.7728,,190.8397,181.307,9.6339,-58.7772
1065,3.309,15.1836,2.83,-0.19,B2IV,926.4031,Algenib,120.048,115.6641,6.6873,31.4421
1072,3.3315,-84.994,5.78,1.71,M0/M1III,378.4426,,298.5075,26.0039,1.5137,-297.3689
1074,3.3497,26.9875,6.24,0.68,G0III,47.9954,,131.406,116.8965,6.8419,59.6316
1084,3.3786,41.0354,5.71,0.331,F0IV,5.5157,,34.904,26.2825,1.5516,22.9153
1094,3.426,-26.0223,5.94,1.548,K5III,577.0321,,396.8254,355.9591,21.3101,-174.0959
1097,3.4349,-26.285,6.14,1.49,K4III,214.3878,,265.252,237.3984,14.2492,-117.4631
1121,3.5095,33.206,6.22,0.009,A1V,30.1439,,103.1992,86.1855,5.2857,56.5172
1156,3.6151,-7.7805,5.13,1.601,M3IIIvar,246.3769,,178.5714,176.5754,11.156,-24.1748
1166,3.6507,20.2067,4.79,1.572,M2III,134.648,,112.8668,105.7052,6.7443,38.9851
1169,3.6601,-18.9329,4.44,1.64,M1III,274.41,,137.1742,129.4883,8.283,-44.5075
1189,3.7271,-9.5696,5.77,-0.084,B9V,46.2168,,103.8422,102.1806,6.6563,-17.2633
1191,3.7329,22.2842,6.25,-0.004,A1p,54.6512,,140.8451,130.0495,8.4849,53.4087
1193,3.7427,-34.9042,6.17,1.344,K3III,112.2018,,194.5525,159.2141,10.4151,-111.3242
1194,3.7452,8.821,6.02,0.312,F0IV,20.5873,,77.7605,76.6767,5.0191,11.9244
1206,3.779,31.5357,6.34,1.555,K5,208.1613,,286.533,243.6852,16.0956,149.8654
1213,3.794,27.2834,6.35,-0.002,A1Vn,45.8775,,135.1351,119.8381,7.9471,61.9449
1266,3.9786,61.0002,6.43,0.838,G8III...,41.2667,,132.9787,64.3136,4.4731,116.306
1267,3.9789,-75.9116,6.49,0.983,G8/K0III,79.2136,,189.3939,45.9908,3.1989,-183.6972
1286,4.0369,-31.4464,5.66,1.35,K2III,109.85,,152.207,129.53,9.1414,-79.4065
1293,4.0579,76.9508,6.35,-0.044,B9Vn,92.8966,,192.3077,43.312,3.0727,187.3416
1300,4.0897,43.595,6.12,0.068,A2V,35.2209,,106.4963,76.9316,5.5006,73.4353
1317,4.1418,8.2402,6.12,0.919,G8II-III,48.5289,,125.0,123.3864,8.935,17.9153
1351,4.2377,61.5332,5.74,0.898,G8III,159.2209,,190.1141,90.3701,6.6961,167.128
1363,4.2729,38.6816,4.61,0.059,A2V,111.8922,,94.697,73.7179,5.5079,59.1849
1369,4.2877,47.9474,5.86,-0.079,B7III,466.0151,,343.6426,229.5319,17.2089,255.165
1399,4.3863,-19.0511,6.46,0.386,F3V,5.3407,,48.4966,45.7061,3.5059,-15.8298
1412,4.4294,51.4331,6.11,-0.151,O9IIInn,1693.5577,,735.2941,457.0339,35.403,574.9122
1418,4.4487,1.6887,6.19,0.937,K0II,40.1051,,117.3709,116.9665,9.1002,3.4589
1462,4.5719,11.2062,6.07,1.036,K0III,76.913,,153.8462,150.4328,12.0292,29.8986
1470,4.5819,36.7852,4.51,0.054,A2V,23.3561,,41.3223,32.9887,2.6437,24.7445
1490,4.6594,31.5172,5.88,-0.014,A0IV,107.5474,,166.6667,141.611,11.5415,87.1258
1496,4.6744,-8.053,6.47,0.674,G0V,1.2156,,23.245,22.9392,1.8756,-3.2564
1498,4.6757,43.7911,6.1,-0.074,B8V,130.1368,,202.8398,145.9361,11.9358,140.3715
1499,4.6773,-43.2356,6.33,1.21,K2III,32.3594,,112.4859,81.678,6.6826,-77.0528
1559,4.857,-8.8239,3.56,1.214,K2III,232.4877,,84.1751,82.8802,7.0427,-12.9123
1571,4.9232,40.7295,6.35,1.179,K1III,77.0549,,175.1313,132.2247,11.3895,114.2711
1595,5.0121,-64.8748,4.23,0.576,F9V,1.305,,8.5866,3.6319,0.3185,-7.7742
1626,5.1017,30.9356,5.89,-0.098,B7V,97.9039,,159.7444,136.4772,12.1843,82.1205
1635,5.1289,48.9686,6.46,0.564,G0,108.243,,218.3406,142.7606,12.8135,164.7053
1641,5.1494,8.1903,5.38,1.343,K3III,95.9401,,125.0,123.2257,11.1048,17.8076
1643,5.1627,-69.6249,5.5,-0.046,B9V,52.2878,,97.561,33.8295,3.0565,-91.4569
1653,5.1897,32.9112,5.79,1.595,K5III,155.0244,,191.9386,160.4746,14.5752,104.2876
1682,5.2803,37.9686,5.16,0.442,F5III,17.7174,,48.5437,38.1069,3.5218,29.8655
1702,5.3698,-77.4269,5.96,1.397,K3III,109.9512,,174.8252,37.8899,3.5615,-170.6327
1704,5.38,-28.9815,5.18,1.006,K0III,75.7182,,101.3171,88.2394,8.31,-49.0908
1724,5.4428,-20.058,5.61,1.58,M5/M6Ib/II,362.7438,,270.2703,252.7326,24.0807,-92.695
1768,5.6062,13.4825,6.25,1.225,K3III,65.1628,,153.8462,148.8908,14.6151,35.869
1799,5.7158,-12.2094,6.39,0.659,G3V,1.0539,,20.8638,20.2905,2.0309,-4.4124
1817,5.7683,-15.9426,6.43,1.595,M0III,266.4404,,337.8378,323.1989,32.6488,-92.7951
1916,6.0652,52.0199,5.58,-0.11,B5IV,480.3967,,306.7485,187.7125,19.9454,241.7867
1934,6.1235,-2.2191,6.08,1.216,K1III,74.1993,,151.7451,150.7661,16.1749,-5.8756
1943,6.159,14.3155,6.48,1.161,K0,72.5772,,180.5054,173.891,18.7647,44.632
1955,6.1979,61.8311,5.38,0.008,B9III,283.9226,,215.0538,100.9277,10.9605,189.5827
1977,6.2767,53.0468,5.72,-0.056,B9IV,112.3052,,158.2278,94.5505,10.3995,126.4441
2000,6.3509,1.9397,5.77,0.855,G5III,88.9611,,144.0922,143.1259,15.9299,4.8772
2016,6.4187,-77.2542,2.82,0.618,G2IV,3.6074,,7.4588,1.6353,0.184,-7.275
2069,6.5507,-43.6798,3.93,0.175,A7V,13.2312,,23.8095,17.1069,1.9644,-16.4435
2076,6.5708,-42.306,2.4,1.083,K0III...,64.4466,Ankaa,25.974,19.0832,2.1982,-17.4828
2081,6.5906,-18.6936,6.24,1.622,M1III,648.6344,,483.0918,454.5827,52.5216,-154.8346
2095,6.6559,-0.0495,6.16,0.893,G8III,57.2269,,138.3126,137.3803,16.0313,-0.1196
2153,6.8113,-25.5472,5.99,1.022,K0III,108.4426,,176.0563,157.7223,18.8387,-75.925
2173,6.8794,16.0255,6.44,0.23,A5,31.7687,,117.2333,111.8663,13.4966,32.364
2204,6.9821,-33.0072,4.86,1.634,M2/M3III,190.0203,,138.5042,115.2886,14.1191,-75.4493
2207,6.9936,19.514,6.4,0.99,K0,71.0559,,172.117,161.0235,19.753,57.4936
2213,7.0121,17.8931,5.01,1.584,M3IIIvar,226.7775,,162.0746,153.0816,18.8289,49.7962
2218,7.0529,16.4451,6.05,1.58,K5III,180.8007,,233.6449,222.3912,27.5148,66.1439
2220,7.0568,44.3945,5.18,0.043,A2Vs,55.4115,,86.6551,61.4495,7.6069,60.6234
2229,7.0835,10.1898,6.05,0.447,F6Vawvar,4.4218,,36.5497,35.6986,4.4361,6.466
2231,7.0879,-20.3351,6.44,0.594,G3V,2.3966,,32.1958,29.9585,3.7251,-11.1883
2234,7.1104,-39.915,5.42,1.556,M0III,78.4874,,115.2074,87.6842,10.9378,-73.9229
2250,7.1795,-50.5329,6.26,1.09,K0III,42.8549,,125.3133,79.0291,9.9549,-96.7405
2264,7.2361,36.8997,6.28,0.916,G5III,70.4044,,162.0746,128.5768,16.3253,97.3122
2331,7.4662,-14.8641,6.15,0.388,F2/F3V,5.5208,,42.7533,40.9723,5.3695,-10.9674
2347,7.5098,-3.9573,5.72,1.545,M0III,135.7688,,173.913,172.0102,22.6756,-12.0024
2349,7.5307,29.7516,5.2,0.271,A7III,28.5496,,62.7746,54.0299,7.1426,31.1513
2371,7.583,59.9776,5.94,-0.003,B9IIIn,203.798,,235.8491,116.9726,15.5722,204.2051
2375,7.5944,-23.7877,5.17,0.128,A3V,21.0087,,53.1067,48.1688,6.4223,-21.4205
2377,7.6086,-48.2149,5.67,0.367,F2V,8.7257,,43.0849,28.4564,3.8013,-32.1262
2382,7.6159,-40.9396,6.18,0.315,F2III,49.2947,,129.5337,96.9867,12.9682,-84.8786
2416,7.7266,77.0194,6.18,0.883,K0IV,4.3571,,38.506,8.5707,1.1629,37.522
2466,7.8539,-48.8035,4.76,0.018,A0V,30.4789,,52.9661,34.5585,4.7671,-39.8546
2468,7.855,66.5196,6.18,-0.1,B6V,159.6614,,233.1002,92.0038,12.693,213.7987
2469,7.8568,33.5816,5.88,1.133,K1III...,52.2396,,116.144,95.8511,13.2268,64.2421
2478,7.8859,-62.9582,4.36,-0.064,B9V,26.9153,,41.4079,18.6477,2.5829,-36.881
2479,7.8892,-62.9656,4.53,0.147,A2V,35.8096,,51.6529,23.2554,3.2225,-46.009
2491,7.9216,52.8395,5.59,1.163,K2III,69.0558,,116.8224,69.8931,9.7253,93.1012
2499,7.9431,54.5223,4.74,-0.098,B8Vn,148.1836,,115.7407,66.5298,9.2828,94.2524
2543,8.0991,6.9555,5.69,-0.014,B9.5V,30.2552,,80.9717,79.5741,11.3238,9.8055
2562,8.1478,20.2943,5.38,1.069,K0III,39.2645,,80.0,74.2765,10.6344,27.7474
2572,8.1827,-63.0315,5.07,0.038,A0V,16.9512,,45.5581,20.4503,2.9406,-40.6039
2577,8.2045,28.2802,6.26,0.965,G8II,68.5488,,158.4786,138.1343,19.9166,75.0847
2592,8.25,62.9318,4.17,0.13,B1Ia,187068214.0366,,100000.0,45034.1924,6529.611,89046.5367
2605,8.2932,54.895,5.93,1.037,K0III,48.1726,,114.1553,64.9616,9.469,93.3904
2622,8.3301,70.9818,6.41,-0.007,A0Vn,54.752,,151.7451,48.9271,7.164,143.4621
2623,8.3469,-71.2662,6.11,0.265,A7IV,52.9663,,130.039,41.3223,6.0629,-123.1497
2655,8.421,-29.5583,5.55,1.262,K1III,142.9552,,165.0165,141.9928,21.0209,-81.4041
2657,8.4325,-35.0021,6.41,0.617,F8/G0V,2.6062,,33.1126,26.8303,3.9775,-18.9936
2701,8.6037,66.7504,6.47,-0.049,B9III,80.9841,,189.7533,74.06,11.2055,174.3441
2705,8.6156,-52.3731,5.57,0.472,F3IV-V,3.345,,25.4842,15.383,2.3307,-20.1836
2728,8.7307,13.3711,6.39,1.136,K0,29.1072,,109.6491,105.4407,16.1925,25.3572
2756,8.812,-3.5928,5.2,0.567,F8V...,3.2719,,21.254,20.9618,3.2496,-1.3319
2781,8.8868,-0.5056,5.94,0.444,F5IV,10.8843,,54.4959,53.8396,8.4184,-0.4809
2783,8.8889,-54.8219,6.04,1.001,K0IV,16.734,,70.7714,40.2832,6.3002,-57.8461
2796,8.9215,-48.0009,5.51,0.461,F6V,6.6009,,34.8189,23.0161,3.6131,-25.8759
2826,8.9784,13.2071,6.32,0.517,F7V,3.6442,,37.5657,36.124,5.7075,8.5827
2840,9.0132,-14.973,6.45,1.063,K0III,30.4789,,115.3403,110.0484,17.4559,-29.7998
2846,9.0286,-22.8423,6.06,0.297,A5m...,7.8343,,48.8759,44.4848,7.0685,-18.9735
2848,9.0346,54.1684,5.08,-0.098,B7III,218.7762,,164.4737,95.0891,15.1195,133.3457
2870,9.1139,60.3262,5.78,0.294,A4III,42461956.3946,,100000.0,48881.1205,7841.6722,86885.8115
2882,9.1567,-65.1244,6.43,1.26,K2/K3III,104.7129,,211.8644,87.9848,14.1823,-192.2084
2894,9.1935,44.4886,5.14,1.587,K5III,273.6529,,189.0359,133.124,21.546,132.4702
2897,9.1971,15.2317,5.89,-0.146,B2.5IV,389.0451,,318.4713,303.3334,49.1137,83.6699
2906,9.2202,33.7193,4.34,-0.123,B5V,538.5177,,183.4862,150.6459,24.4538,101.8578
2914,9.2428,53.8969,3.69,-0.196,B2IV,962.0552,Fulu,181.8182,105.7436,17.2078,146.9015
2920,9.28,24.0141,6.18,1.17,K2III,37.325,,112.7396,101.6336,16.6066,45.8807
2931,9.3259,-54.3938,6.4,0.995,K0II/IIICN,51.713,,146.8429,84.3635,13.8542,-119.3889
2935,9.3359,-24.7673,5.57,0.715,K1V+...,1.2224,,15.4012,13.7993,2.2686,-6.4521
2936,9.3384,35.3995,5.45,0.886,G5III,388.3292,,259.7403,208.9169,34.3553,150.4608
2947,9.377,3.1354,6.43,1.339,K4III,116.3054,,223.2143,219.9019,36.314,12.2087
3025,9.639,29.3118,4.34,0.871,G5III...,40.3645,,50.226,43.1772,7.3331,24.5887
3050,9.7032,-25.1078,6.43,1.482,K4III,175.2266,,273.9726,244.5361,41.8136,-116.2529
3077,9.7912,49.3546,5.45,1.644,K5III,2363.7416,,641.0256,411.4665,71.0077,486.3816
3086,9.8319,30.861,3.27,1.268,K3III...,44.8745,,32.352,27.3635,4.7422,16.5952
3087,9.8409,21.2505,5.88,0.85,K0V,0.4738,,11.0595,10.1558,1.7617,4.0085
3126,9.9487,82.4938,6.38,0.551,F6V:,2.7015,,33.2557,4.279,0.7506,32.9707
3130,9.9664,-44.7963,6.0,1.142,K1IIICN...,30.7326,,94.162,65.8106,11.5644,-66.3454
3132,9.9815,21.4385,5.36,1.16,F3V...,100.9253,,127.0648,116.483,20.5004,46.4425
3163,10.1049,-59.4546,5.89,0.564,G1V,2.39,,24.9563,12.4866,2.2253,-21.493
3168,10.1191,-16.5167,6.49,0.91,G8III,47.3369,,146.4129,138.1879,24.6625,-41.6244
3172,10.1267,56.5373,2.24,1.17,K0II-IIIvar,542.0009,Schedar,69.979,37.9848,6.7844,58.3796
3178,10.1366,-23.8049,6.14,0.718,G3/G5V,2.5421,,28.885,26.0151,4.6511,-11.6587
3186,10.1766,-4.3518,5.9,1.091,K0III,79.3597,,144.5087,141.8252,25.4585,-10.9655
3224,10.2799,39.4587,5.3,0.891,G8III,78.1988,,108.8139,82.6648,14.9929,69.1536
3238,10.3315,-46.085,4.59,0.953,G8III,72.1772,,75.358,51.4201,9.3738,-54.2856
3262,10.4001,24.629,6.06,0.298,A7m,52.723,,126.7427,113.3195,20.7983,52.8189
3271,10.4431,-56.5013,5.72,0.131,Ap,20.1558,,67.0241,36.379,6.7051,-55.8913
3292,10.5143,66.1476,5.83,1.042,G9III-IV,101.8591,,158.4786,63.0099,11.6944,144.943
3293,10.5162,50.5125,4.8,-0.105,B2.5V,2013.7242,,438.5965,274.223,50.9045,338.4928
3323,10.618,-65.468,5.38,0.515,F6V,10.3371,,41.0341,16.7457,3.1393,-37.3299
3327,10.6293,58.7534,6.18,-0.004,B9.5III,332.9661,,336.7003,171.6571,32.2155,287.8595
3345,10.6741,-60.2628,5.99,1.318,K5III,17.555,,70.8215,34.5212,6.5067,-61.495
3347,10.6787,-38.4635,6.05,-0.024,B9.5V,69.759,,145.1379,111.6756,21.0583,-90.2781
3398,10.8385,-57.4631,4.36,0.024,A0IV,89.619,,75.5287,39.8979,7.6387,-63.6741
3407,10.867,47.0245,4.95,0.17,A5V,26.2785,,53.6769,35.9346,6.8984,39.2725
3413,10.8973,-17.9866,2.04,1.019,K0III,116.0914,Diphda,29.5334,27.5835,5.3104,-9.1198
3429,10.9587,-12.0118,6.01,1.107,K1III,10.9245,,56.4016,54.1607,10.4873,-11.7379
3448,11.0475,-10.6096,4.77,0.998,K0IIIvar,55.2586,,71.6332,69.1038,13.4919,-13.1888
3449,11.0502,-38.4217,5.9,1.144,K1III,41.0015,,103.8422,79.8477,15.5935,-64.5321
3471,11.1092,47.864,5.66,-0.113,B5V...,173.3006,,191.2046,125.8741,24.7165,141.7886
3481,11.1316,-62.4976,6.06,0.446,F5III/IV,25.2116,,87.6424,39.7106,7.8137,-77.7381
3496,11.1813,48.2844,4.48,-0.069,B5III,652.8298,,215.5172,140.6903,27.8097,160.8742
3497,11.185,-22.0061,5.22,0.35,F0V,5.0863,,26.7451,24.3256,4.81,-10.0215
3513,11.2378,-42.6766,5.94,0.297,A7V,15.1915,,64.3915,46.4325,9.2257,-43.6484
3519,11.2494,-53.7149,6.15,0.524,F7III,6.5584,,46.5983,27.0472,5.3797,-37.5621
3536,11.3216,55.2214,5.41,0.022,A2Vs,58.2908,,98.8142,55.2675,11.0652,81.1623
3544,11.3505,-4.6292,6.15,1.652,M0III,194.6256,,253.8071,248.0313,49.7891,-20.4838
3551,11.3695,-12.8808,6.15,0.603,G2V,2.9027,,30.9981,29.6251,5.9571,-6.9102
3564,11.4129,74.9881,5.64,0.078,A2IV,41.8023,,93.0233,23.6185,4.7679,89.8486
3568,11.4238,-16.4242,6.47,0.314,F0IV,17.832,,89.0472,83.7215,16.9174,-25.1778
3575,11.4398,-47.552,5.8,0.635,G5IV,0.9576,,15.1584,10.0275,2.0291,-11.1852
3596,11.545,44.8615,6.03,-0.063,B9.5IIIMNp.,57.9162,,131.0616,91.0188,18.5925,92.4503
3599,11.5489,-22.5221,5.49,0.978,G8/K0III,48.2614,,93.2836,84.4245,17.2515,-35.7313
3624,11.6373,15.4755,5.36,1.559,M4III,354.4867,,238.0952,224.7461,46.2864,63.5301
3632,11.6597,69.3254,6.39,0.424,F3V,4.0216,,40.7498,14.0902,2.9076,38.1255
3641,11.6769,59.5745,6.41,1.081,G0Ib,2075.8693,,934.5794,463.4919,95.79,805.8773
3667,11.7561,11.9738,5.51,0.987,G8II,41.0393,,86.8056,83.1357,17.3014,18.0091
3677,11.8068,19.5787,6.11,0.27,F0Vn,31.7103,,100.6036,92.7815,19.3945,33.7124
3685,11.8347,24.2672,4.08,1.1,K1II,68.3597,Shimu,58.0046,51.7552,10.845,23.8394
3689,11.8485,6.741,5.98,0.941,G8III,70.4693,,141.2429,137.278,28.8001,16.5792
3709,11.9301,-18.0613,5.7,1.3,K3III,54.25,,108.9325,101.3279,21.4087,-33.7729
3713,11.9418,74.8476,5.42,-0.066,B8III,330.5217,,236.4066,60.4565,12.7862,228.1877
3733,12.0044,-21.7225,5.57,-0.058,B9V,56.9639,,105.1525,95.5491,20.3173,-38.9181
3742,12.0373,72.6745,5.86,1.01,K0IV,14.7911,,61.237,17.8354,3.8032,58.4586
3752,12.0725,7.2999,5.92,1.104,G8III,117.7064,,177.6199,172.2837,36.8481,22.569
3759,12.0957,5.2806,5.74,0.89,K2V,0.2448,96 G. Psc,7.4549,7.2585,1.5555,0.6861
3773,12.1467,-74.9234,5.09,1.345,K5III,33.7909,,64.9351,16.5121,3.554,-62.7
3778,12.1706,7.5851,4.44,1.5,K5III,132.8006,,95.4198,92.459,19.9407,12.5952
3793,12.2084,50.9682,4.9,-0.091,B9III,152.1949,,126.2626,77.7159,16.8147,98.0803
3799,12.2364,-46.6976,6.28,0.897,G8III,44.9573,,129.5337,86.8221,18.8293,-94.2675
3802,12.2446,16.9406,5.07,0.502,F8V...,4.4916,,23.4522,21.9242,4.7581,6.8335
3814,12.2739,57.8152,3.46,0.587,G0V SB,1.2753,Achird,5.9531,3.0985,0.6741,5.0383
3825,12.3081,-24.1367,5.9,0.944,K0III,12.7526,,57.9039,51.627,11.2641,-23.6778
3841,12.3567,-13.5613,5.59,1.325,K3III,36.6438,,85.1064,80.817,17.7048,-19.9562
3848,12.3893,-23.3621,6.27,0.132,A3IV,148.3201,,234.192,209.9855,46.1272,-92.8668
3871,12.4535,41.0789,4.53,-0.136,B5V SB,481.7259,,189.3939,139.407,30.7871,124.4503
3875,12.4715,27.7103,5.55,0.398,F5III+...,41.1908,,88.574,76.5651,16.9341,41.187
3893,12.5157,-43.3949,6.49,0.286,A9/F0III,26.0375,,108.5776,77.0215,17.0974,-74.5953
3899,12.5316,-10.6443,5.17,0.514,F7IV-V,1.8484,,15.753,15.1131,3.3593,-2.9098
3909,12.576,45.0023,6.13,0.043,A0p...,30.9599,,100.3009,69.2191,15.4419,70.9262
3939,12.6715,-50.9868,5.24,0.356,F2III,38.4769,,74.239,45.5951,10.2515,-57.6838
3941,12.6816,64.2475,5.35,0.528,A4V comp SB,242.5493,,196.0784,83.1146,18.7027,176.6038
3955,12.7389,51.508,6.38,0.307,F2IV,11.0662,,67.2948,40.8536,9.2359,52.6713
3978,12.8183,61.8055,6.04,1.88,K5Ib,33419504.0026,,100000.0,46069.1772,10482.1056,88134.876
3982,12.8263,3.385,6.39,1.069,K0III,46.0469,,137.931,134.2546,30.5668,8.1442
4013,12.8908,51.5714,6.22,0.032,B9.5V,266.4404,,306.7485,185.8509,42.5341,240.3017
4095,13.1693,-24.0058,5.47,1.275,K1III,165.6533,,171.2329,152.3082,35.6374,-69.6626
