id,ra_deg,dec,mag,ci,spect,lum,proper,dist,x,y,z
9467,30.5118,2.7638,3.82,0.024,A2,55.0554,Alrescha,46.1681,39.7287,23.413,2.2261
9485,30.5754,54.4875,4.99,-0.071,B8III,438.127,,223.2143,111.6328,65.9547,181.694
9501,30.6178,-29.6656,6.4,0.135,A3III,51.8561,,147.0588,109.9685,65.0813,-72.7849
9513,30.6462,13.4767,5.97,1.584,M2III,151.4956,,206.1856,172.5036,102.206,48.0516
9542,30.7156,-23.8866,6.3,1.34,K2III,173.7801,,257.0694,202.0765,120.0586,-104.0946
9544,30.7187,64.9015,6.0,0.029,A1Vn,24.4118,,83.8926,30.5921,18.1778,75.9714
9548,30.7377,77.9163,6.04,1.107,K0,292.4152,,295.858,53.2343,31.6556,289.3026
9550,30.7415,33.2841,5.5,0.029,A2V,79.2136,,120.048,86.2536,51.2981,65.8813
9552,30.744,-15.3059,5.87,0.966,K0II/III,47.2063,,109.8901,91.0961,54.1836,-29.008
9553,30.7508,64.39,5.59,0.325,B8Ib,1461.504,,537.6344,199.7147,118.8214,484.8157
9565,30.7937,73.8506,6.12,0.162,A5III,43.6918,,118.624,28.3428,16.8915,113.943
9568,30.7985,0.1285,5.42,0.146,A5III,43.8935,,86.1326,73.9854,44.1016,0.1932
9577,30.859,72.4213,3.95,-0.002,A2V,53.1618,,48.1696,12.4884,7.4621,45.9202
9600,30.9139,25.9355,5.64,0.537,F8IV,11.4604,,48.7092,37.5808,22.5041,21.3034
9601,30.9187,-4.1035,5.61,1.589,K5Iab:,137.0251,,166.113,142.1425,85.1336,-11.8868
9605,30.9275,18.2532,6.24,1.424,K4III,206.4429,,272.4796,221.9765,132.9952,85.3454
9609,30.9507,-0.3403,5.96,0.851,G5V...,44.2996,,110.9878,95.1826,57.0801,-0.6591
9618,30.9748,42.3297,2.1,1.37,B8V,1828.1002,Almach,120.4819,76.3682,45.8408,81.132
9633,31.0519,-11.8598,6.43,1.498,K4III,382.6485,,404.8583,339.4382,204.3742,-83.2053
9655,31.1227,-29.2968,4.68,-0.156,B9.5p (Si),151.3561,,113.7656,84.9339,51.2812,-55.6694
9663,31.1462,-54.8817,6.45,0.386,F2V,5.224,,47.7555,23.512,14.2092,-39.0624
9684,31.2125,7.7357,6.44,1.114,K0,37.8094,,127.8772,108.3718,65.6647,17.2127
9706,31.2797,77.2813,5.27,0.345,F0Vn,7.4679,,33.1565,6.2388,3.7902,32.3429
9741,31.3815,76.1151,5.22,0.954,G8III,107.0533,,122.6994,25.1373,15.3328,119.1141
9787,31.5511,8.2481,6.27,1.636,M4,166.4179,,248.139,209.2703,128.4978,35.598
9805,31.6221,0.0354,6.29,0.897,K0,90.3649,,184.5018,157.1078,96.737,0.1139
9814,31.6413,22.6483,5.03,0.121,A2m,26.2543,,55.6793,43.7471,26.9569,21.4406
9837,31.7051,25.7046,6.01,-0.03,B9IV-Vn,248.199,,268.8172,206.0684,127.296,116.5943
9840,31.7169,-19.1389,6.39,1.143,K1III,19.5164,,89.7666,72.1398,44.5838,-29.4308
9861,31.7933,23.4624,2.01,1.151,K2III,55.6673,Hamal,20.1776,15.7321,9.7518,8.0337
9954,32.1218,37.8591,4.78,0.12,A5IV-V,36.7451,,58.6854,39.2407,24.6365,36.0165
9960,32.1398,44.4594,6.38,0.965,G8III,38.7614,,125.9446,76.1167,47.8217,88.2121
9967,32.1691,58.4236,5.66,0.595,A1Ia,47424198.526,,100000.0,44324.6846,27879.3598,85194.27
9976,32.1903,-17.7792,6.07,1.661,M1III,260.8555,,283.2861,228.2906,143.708,-86.5011
10011,32.2888,-43.5166,5.84,1.197,K1III,102.518,,159.7444,97.9295,61.8816,-109.9943
10027,32.3463,17.2242,6.4,0.471,F5V,3.3791,,37.5375,30.2906,19.1832,11.1153
10030,32.3555,25.9399,4.98,0.339,F2III,69.5024,,88.4956,67.2247,42.5889,38.7105
10031,32.3559,81.2959,6.05,0.118,A1V,16.4892,,70.5716,9.0215,5.7155,69.7588
10041,32.3859,34.9873,3.0,0.14,A5III,83.0998,,38.8954,26.9097,17.0681,22.3024
10046,32.395,-24.3458,6.48,0.289,F0IV/V,9.9174,,66.7111,51.32,32.5624,-27.5012
10073,32.4519,-40.8665,6.49,0.43,F3V,11.1892,,71.1744,45.4195,28.8819,-46.5693
10088,32.52,-43.8156,6.32,0.899,G8III,32.3892,,111.9821,68.1335,43.4393,-77.5296
10092,32.5323,53.8431,6.31,0.948,G8III,80.7607,,176.0563,87.5741,55.8602,142.1486
10116,32.6051,-50.8237,6.12,0.812,K0V,0.3611,,10.7828,5.7381,3.6704,-8.3589
10133,32.6566,19.5003,5.68,1.641,M3III,136.5212,,171.2329,135.895,87.0978,57.1597
10153,32.7201,39.0395,6.09,-0.054,B9V,62.23,,139.6648,91.2659,58.6369,87.9688
10180,32.8002,25.9369,6.01,1.365,K4III,190.1954,,235.2941,177.8587,114.6231,102.9133
10189,32.8378,8.5698,5.64,0.569,G0IV,8.0094,,40.7166,33.8285,21.8326,6.0674
10192,32.8426,-10.0522,6.0,0.418,F5V,7.856,,47.5964,39.3749,25.4169,-8.3077
10197,32.8542,31.5264,6.24,0.112,A1m,32.5687,,108.2251,77.4958,50.0465,56.59
10204,32.8716,57.6455,6.38,0.298,B5Ia,24434305.5269,,100000.0,44947.0981,29046.0387,84475.3574
10211,32.8993,-1.8254,5.94,0.967,G9III:,51.9517,,119.0476,99.9048,64.6296,-3.7922
10249,33.0657,2.7456,6.49,1.039,G5,55.9758,,159.2357,133.2936,86.7793,7.6275
10256,33.0929,30.3031,4.94,0.77,F5V comp SB,73.1139,,89.1266,64.4669,42.014,44.971
10272,33.1564,24.1678,5.96,1.366,K0,188.4517,,228.833,174.7832,114.1851,93.6865
10281,33.1981,-2.3936,5.65,0.546,F8V,7.544,,39.6983,33.1899,21.7173,-1.658
10282,33.2003,21.211,5.23,0.457,F5V,5.8722,,28.8684,22.5195,14.7365,10.4447
10285,33.2082,79.6915,6.46,0.24,A3,45.0402,,140.8451,21.0877,13.8037,138.5717
10296,33.2269,-30.7238,5.27,-0.013,A0V,65.5239,,98.2318,70.6379,46.2716,-50.1867
10300,33.25,8.8467,4.36,0.878,G8II:,216.7704,,117.5088,97.1019,63.6627,18.0719
10302,33.2541,-21.0001,5.86,1.006,K0III,44.6272,,106.383,83.0535,54.4608,-38.1245
10304,33.2638,15.2799,5.72,1.551,M0III,96.7386,,146.8429,118.443,77.6953,38.6981
10316,33.3055,44.2317,4.84,1.476,K4III,266.9316,,162.6016,97.3722,63.9751,113.4245
10326,33.3378,74.0277,6.25,0.915,G8III,58.3445,,145.5604,33.4631,22.0127,139.941
10342,33.4009,51.0658,5.31,0.926,G8III:var,27.6439,,64.9773,34.0894,22.4786,50.5438
10355,33.4234,58.5606,6.43,0.554,A3Iab,23334580.6228,,100000.0,43533.6689,28730.6549,85319.2191
10372,33.4731,-9.0646,6.43,1.415,K0,230.781,,314.4654,259.0336,171.2761,-49.5435
10379,33.5103,47.4842,6.05,0.406,F5V,5.1904,,39.5883,22.3067,14.7703,29.1802
10394,33.5605,-67.8414,5.57,1.556,M1III,292.146,,238.0952,74.8328,49.6444,-220.5104
10414,33.6213,66.5244,6.05,0.641,B9V+...,158.4893,,218.8184,72.5862,48.265,200.7068
10416,33.6331,-41.1668,5.91,0.965,G9III,42.1114,,105.7082,66.2557,44.0754,-69.5827
10422,33.6582,28.6912,6.35,0.957,K1III,10.3657,,64.2261,46.8954,31.226,30.8342
10489,33.8691,-67.7464,5.67,1.306,K2III,105.2931,,149.7006,47.0727,31.5947,-138.5504
10510,33.9283,25.043,5.57,0.52,F6V,13.44,,51.0725,38.3929,25.8265,21.6189
10517,33.9418,25.7829,5.79,0.439,F6IV-V,7.4611,,42.1053,31.4533,21.1691,18.3142
10535,33.9845,33.3589,5.25,-0.004,A0V,51.2389,,86.0585,59.6018,40.1785,47.322
10538,33.9905,47.8119,6.37,1.029,G9III-IV,30.311,,110.8647,61.7312,41.6233,82.1446
10578,34.1273,-51.5122,3.56,-0.12,B8IV-V,72.845,,47.1254,24.2779,16.4542,-36.887
10599,34.1888,83.5614,6.45,0.951,K0,38.2296,,129.199,11.9845,8.1412,128.3841
10609,34.2155,57.0552,6.48,0.281,B1Iab,22284351.4927,,100000.0,44970.872,30579.938,83919.5332
10618,34.246,-6.4221,5.51,0.962,G8III,56.7022,,102.0408,83.8206,57.0629,-11.4135
10620,34.2629,34.2242,4.84,0.607,G0V,1.1738,Deltoton,10.784,7.3693,5.02,6.0653
10645,34.3286,33.8472,4.03,0.019,A1Vnn,25.2348,,34.4353,23.6179,16.1283,19.1798
10692,34.4994,57.8998,5.75,1.175,K3III,69.2468,,125.9446,55.1568,37.9074,106.6902
10697,34.506,1.7578,5.6,0.588,G0.5IV,2.973,,24.3546,20.0604,13.7902,0.7471
10703,34.5191,57.5163,5.99,1.039,G7III,221.0039,,251.2563,111.1817,76.4677,211.9459
10706,34.5314,19.9012,5.58,0.011,A1Vn,96.0285,,137.1742,106.2576,73.1147,46.6939
10766,34.7375,28.6427,5.29,0.037,A2V,88.8792,,115.4734,83.2804,57.7467,55.3517
10769,34.7415,23.1678,6.45,0.376,A7V,20.0078,,93.4579,70.6041,48.9642,36.7687
10772,34.7438,-25.9457,6.33,0.724,G8V,0.4108,,12.6695,9.3613,6.4927,-5.5431
10788,34.7951,46.4723,6.21,0.164,A4V,53.3089,,136.612,77.2628,53.6893,99.0493
10793,34.8201,47.38,5.31,0.006,A1V,37.1878,,75.358,41.8909,29.1367,55.453
10800,34.8366,-2.9776,6.47,0.966,M5e-M9e,18.8973,Mira,91.659,75.1307,52.2885,-4.7613
10804,34.8446,48.9555,6.44,0.427,F4V,9.4624,,63.9795,34.4793,24.0036,48.2533
10805,34.8532,-41.8484,6.36,1.162,K2III,92.3847,,192.6782,117.7822,82.023,-128.5475
10845,34.9761,-55.9448,5.81,1.57,K5III,147.6386,,189.0359,86.7395,60.6817,-156.6159
10898,35.173,47.3108,6.17,-0.094,B5V,176.36,,243.9024,135.177,95.2614,179.2786
10918,35.2425,50.1515,5.57,-0.089,B9p Si,74.6105,,120.3369,62.9747,44.4937,92.3876
10975,35.4375,-68.6594,4.08,0.034,A3V,37.2907,,42.8266,12.6979,9.0364,-39.8901
10994,35.481,57.2429,6.4,0.569,A1Ia,23988329.1902,,100000.0,44060.4617,31405.9649,84097.2121
10995,35.486,0.3957,5.29,1.648,M2III,726.4404,,330.033,268.7256,191.5807,2.2791
11003,35.5064,-10.7775,5.43,0.364,F0V,5.157,,29.656,23.7157,16.9202,-5.5456
11007,35.5208,-17.6622,5.89,1.231,K2III,70.6643,,135.6852,105.2292,75.1168,-41.1674
11017,35.5489,-43.1998,6.3,0.991,K0III,49.204,,136.7989,81.1361,57.9784,-93.645
11020,35.5517,-0.8849,5.42,0.335,F0Vn,37.9839,,80.1282,65.1839,46.5839,-1.2374
11034,35.5893,55.8457,5.16,0.369,A2Ia,75162289.4018,,100000.0,45655.5372,32673.2778,82752.8177
11046,35.6356,-23.8163,5.19,0.608,G2V,3.5286,,21.9635,16.3305,11.7068,-8.869
11064,35.7097,41.3963,5.81,0.289,F0III-IV,9.1285,,47.0146,28.6372,20.5853,31.089
11069,35.7184,-73.6458,5.99,1.088,K0III,33.1131,,97.2763,22.2383,15.9907,-93.3404
11075,35.7278,-51.0921,5.9,0.213,A5V,14.0864,,60.8643,31.0327,22.3221,-47.362
11082,35.7401,-18.355,6.22,0.942,G8/K0III,45.0402,,126.1034,97.1475,69.9107,-39.7104
11094,35.7775,-37.5761,6.47,1.592,K2III,165.1962,,271.0027,174.2508,125.5696,-165.2616
11147,35.9656,55.3649,6.29,0.845,F7Ib,2318.4621,,934.5794,429.9103,311.954,768.9607
11185,36.0838,-25.8475,6.45,1.321,K3III,81.5831,,188.6792,137.2276,100.0088,-82.2597
11193,36.1038,50.0065,5.19,0.979,G8III,109.5469,,122.399,63.5581,46.3538,93.7721
11204,36.141,-40.8405,6.17,0.653,G5IV,2.884,,31.1818,19.0506,13.9128,-20.3915
11222,36.2044,10.6106,5.48,-0.098,B7IV,400.3133,,267.3797,212.0636,155.2321,49.2333
11231,36.2248,-60.3119,5.36,0.395,F2III,15.2475,,49.3827,19.7305,14.4537,-42.9005
11234,36.2433,-2.78,6.34,-0.011,A0III,190.3707,,273.9726,220.7027,161.7861,-13.2881
11252,36.3168,56.6098,6.25,0.249,B2Ia,27542287.0334,,100000.0,44343.7173,32593.7034,83494.2227
11266,36.3603,-66.494,6.39,1.511,M5III,129.1814,,230.9469,74.1782,54.6096,-211.7826
11286,36.4059,50.2786,4.73,1.532,K4III,143.2188,,113.2503,58.2483,42.9536,87.1077
11318,36.4875,-12.2905,4.88,-0.027,A0V,190.1954,,139.8601,109.8685,81.2614,-29.7717
11321,36.5015,-15.3412,5.88,0.116,Ap SrCrEu,22.9932,,77.0416,59.7225,44.1947,-20.3827
11354,36.6467,-20.0426,5.89,1.247,K2III,27.1394,,84.1043,63.3928,47.1599,-28.8241
11380,36.7463,-47.7038,4.24,-0.136,B5IV,425.4025,,155.7632,83.9937,62.7127,-115.2143
11388,36.7802,27.0124,6.14,1.461,K5III,80.8351,,162.8664,116.2154,86.8775,73.9712
11400,36.8475,10.1983,6.45,0.45,F5V,3.1769,,37.2439,29.333,21.9818,6.5943
11405,36.8657,31.8013,5.55,1.114,K1III:,38.1593,,85.2515,57.9661,43.468,44.9254
11438,36.9657,50.57,6.16,0.435,F4V,9.5587,,56.5291,28.6868,21.5902,43.6631
11447,36.9997,1.9608,6.45,0.971,K0III,63.6209,,166.6667,133.0285,100.2431,5.7028
11449,37.0071,-33.811,5.13,0.089,A2/A3V,16.7803,,46.5983,30.9183,23.3046,-25.9299
11452,37.0182,-64.2998,6.35,-0.025,A0V,35.678,,119.1895,41.27,31.1197,-107.3987
11457,37.0398,8.4601,4.3,-0.053,B9III,58.1835,,59.2066,46.7455,35.2761,8.7105
11459,37.0416,29.6693,5.29,0.311,F0III,16.5501,,49.8256,34.5566,26.0796,24.6634
11497,37.1477,-31.1024,6.11,1.106,K2IIICN...,37.914,,110.011,75.0822,56.8825,-56.8284
11521,37.2021,29.9318,5.89,0.591,G0V,3.7844,,31.407,21.6793,16.4567,15.6711
11542,37.2666,67.4025,4.46,0.153,A5p Sr,23.7684,,40.7332,12.4562,9.4776,37.606
11551,37.307,23.469,6.2,0.155,A5m,26.1577,,95.2381,69.4858,52.9474,37.9289
11576,37.3973,9.5656,6.09,1.022,K2III,33.6357,,102.6694,80.4309,61.4881,17.0613
11623,37.5692,33.8337,6.26,1.079,K1III,39.0481,,119.6172,78.7552,60.5822,66.601
11643,37.6348,25.235,5.88,0.412,F6IV,10.3753,,51.7598,37.0778,28.5896,22.0669
11644,37.6366,-22.5453,6.17,1.581,M0III,76.1377,,160.2564,117.2083,90.382,-61.4446
11651,37.6601,19.8553,6.14,0.247,A9V,13.2923,,66.0502,49.1802,37.9561,22.4337
11660,37.6883,0.2557,6.0,0.168,A7III-IVs,25.8226,,86.2813,68.2779,52.7489,0.3851
11670,37.7266,17.7039,6.21,0.908,G5III-IV,22.3872,,88.4956,66.6797,51.5855,26.9113
11710,37.8754,2.2672,5.27,1.271,K3III,134.7721,,140.8451,111.0887,86.4037,5.5718
11729,37.9175,-79.1094,5.27,0.981,G4III,51.428,,87.0322,12.9721,10.1049,-85.4647
11734,37.9462,89.2641,1.97,0.636,F7:Ib-IIv SB,2495.7438,Polaris,132.626,1.3433,1.0474,132.6151
11755,38.0218,-15.2447,4.74,0.454,F5V,7.885,,26.6951,20.2898,15.8645,-7.0193
11756,38.0257,36.1473,5.15,1.472,K5III,133.7827,,132.8021,84.4752,66.0603,78.335
11763,38.0393,-1.0349,5.36,1.004,G3III:,41.4572,,81.4332,64.1254,50.171,-1.4708
11774,38.0615,-36.4273,6.28,1.027,K0III,55.7699,,144.3001,91.4156,71.5798,-85.6857
11811,38.2193,34.5424,5.84,1.083,K0III,27.8484,,83.2639,53.8837,42.4317,47.212
11814,38.2256,15.0346,6.0,0.572,F8V,3.1074,,29.9401,22.7153,17.8916,7.7665
11838,38.2793,-34.65,5.91,1.064,K0/K1III,47.1194,,111.8568,72.2341,57.0047,-63.5975
11878,38.4176,-20.0019,6.19,1.1,K1III,37.914,,114.1553,84.046,66.6561,-39.047
11888,38.4613,-28.2323,4.96,-0.05,B9V,198.9757,,148.368,102.3557,81.3045,-70.1852
11895,38.4776,-51.0935,6.24,0.509,F6V,9.3843,,58.1058,28.5689,22.7065,-45.2163
11971,38.6776,-7.8594,5.74,1.393,K4III,87.1766,,140.647,108.7682,87.0699,-19.2326
11991,38.7672,7.471,6.17,1.053,G6III:,42.0339,,119.0476,92.033,73.9098,15.4791
12026,38.8662,39.6644,6.36,-0.095,B9MNp...,97.6338,,198.0198,118.6878,95.6536,126.3939
12041,38.9114,37.3123,5.72,1.389,K4III,163.9834,,191.2046,118.331,95.5201,115.9003
12055,38.945,34.6876,5.38,1.652,M3III,230.5685,,193.7984,123.9376,100.166,110.2909
12062,38.9686,5.5932,4.87,0.88,G8III,106.7579,,104.2753,80.687,65.266,10.1633
12075,39.0002,-7.8316,5.53,1.607,M0III,108.7427,,142.6534,109.8282,88.9377,-19.4382
12082,39.0204,6.8869,5.79,0.918,K3V,0.217,268 G. Cet,7.1803,5.5383,4.4881,0.861
12090,39.0386,-30.045,5.74,1.017,G8/K0III,140.4753,,178.5714,120.0635,97.3595,-89.4071
12115,39.1461,7.73,5.81,1.04,K0III:,34.0095,,90.7441,69.736,56.7662,12.2056
12121,39.158,12.4476,5.64,0.516,F7V,5.8291,,34.7343,26.3001,21.4178,7.4869
12128,39.1793,31.6077,6.07,1.052,K0,42.0727,,113.7656,75.1059,61.2097,59.6245
12149,39.2382,38.7336,5.91,0.502,F5V,11.0561,,54.1712,32.729,26.7295,33.8949
12154,39.2442,-34.578,5.78,0.653,G1V,2.821,,25.7798,16.4385,13.4281,-14.6307
12157,39.2522,24.6472,6.48,0.51,F6III,3.8833,,41.7537,29.387,24.012,17.4125
12168,39.2773,32.8911,6.23,0.515,F8V,6.9759,,49.8753,32.4193,26.5135,27.0845
12193,39.3514,-52.5431,5.3,0.289,A6V,13.7151,,45.5581,21.4249,17.5682,-36.1645
12207,39.4001,65.7453,5.8,1.561,K5III,334.503,,283.2861,89.9243,73.8651,258.28
12215,39.4242,-3.3962,5.65,1.021,G5III:,40.9638,,92.5069,71.3329,58.6439,-5.4801
12240,39.5031,7.6953,6.4,0.431,F6IV,13.0617,,73.8007,56.431,46.5233,9.8822
12241,39.5086,72.8183,5.17,0.896,G8III,45.7931,,78.4314,17.8755,14.7399,74.9312
12255,39.5743,37.7267,6.19,0.49,F6III,19.7151,,82.3045,50.1773,41.4724,50.3618
12256,39.5777,-30.1941,5.84,0.476,F5V,4.6302,,33.9443,22.6133,18.6926,-17.0716
12268,39.6034,-37.9905,6.48,0.521,F6V,6.8108,,55.2792,33.5667,27.7721,-34.0261
12273,39.6165,38.0891,6.29,-0.029,B9.5V,114.2878,,207.4689,125.7863,104.1204,127.9848
12286,39.6534,3.4432,6.21,0.999,G9III,29.0269,,100.8065,77.4728,64.2127,6.0543
12300,39.7041,21.9614,5.45,0.168,A7V,61.4328,,103.3058,73.7114,61.2054,38.6345
12355,39.8707,0.3285,4.08,-0.212,B2IV,806.1206,,199.2032,152.8847,127.6984,1.1421
12357,39.891,-11.8722,4.83,0.447,F5V,4.6989,,21.4823,16.1301,13.4825,-4.4195
12360,39.897,-68.2669,4.12,-0.061,B9III,42.462,,46.5549,13.2253,11.0569,-43.2457
12381,39.9499,-42.8917,4.74,0.061,A2V,14.0994,,35.6888,20.0445,16.7895,-24.2903
12411,40.0518,-9.4529,5.79,0.524,F6V,1.9916,,21.7581,16.4289,13.8108,-3.5735
12414,40.0654,6.1119,6.26,0.397,F3V:,4.4381,,40.3226,30.6839,25.8066,4.2932
12451,40.165,-54.5499,5.21,0.411,F4IV,17.2982,,49.0918,21.7587,18.3648,-39.9912
12452,40.1667,-39.8554,4.11,1.006,K0III,42.1891,,46.1894,27.0959,22.8709,-29.6006
12456,40.1711,27.0609,5.3,0.081,A3V,33.266,,70.9723,48.2944,40.7702,32.288
12497,40.3083,-0.6957,5.72,0.511,F7IV,2.2888,,22.5887,17.2243,14.6116,-0.2743
12529,40.3922,-14.5493,5.98,0.429,F5V,7.8705,,47.2144,34.8066,29.6146,-11.8608
12551,40.4514,-3.2138,6.07,1.175,G9III:,131.5831,,201.2072,152.8692,130.3384,-11.2801
12575,40.5275,-38.3837,5.99,0.917,G8III,55.9242,,126.4223,75.3243,64.3956,-78.4987
12578,40.5352,-46.5244,6.09,0.876,G8IV,5.5106,,41.5455,21.7249,18.5779,-30.1482
12590,40.5622,40.1939,4.91,0.582,F9V,5.536,,24.1896,14.0374,12.0155,15.6114
12607,40.5914,20.0115,5.74,-0.017,A0V,60.1451,,116.8224,83.3553,71.4224,39.9776
12614,40.6206,10.7417,6.32,0.064,A2V,41.6869,,127.0648,94.757,81.2756,23.6826
12620,40.639,-50.8003,5.4,0.561,G3IV,1.7766,,17.1674,8.2335,7.0667,-13.3038
12653,40.7479,53.5261,5.85,1.125,K0II-III,79.4328,,141.2429,63.6092,54.8052,113.5773
12657,40.7577,48.2652,6.3,1.14,G5,420.7266,,400.0,201.6958,173.8397,298.4938
12659,40.7618,55.106,5.76,-0.11,B7IIIp...,75.6484,,132.2751,57.3142,49.4056,108.4936
12673,40.8252,3.2358,3.47,0.093,A3V,21.2422,Kaffaljidhma,24.4081,18.4404,15.9314,1.3777
12675,40.8343,-40.5279,6.35,-0.022,B9V,83.6373,,182.4818,104.9428,90.6939,-118.58
12684,40.8605,-66.7143,6.23,0.542,F5V,8.2871,,54.3478,16.2489,14.0557,-49.9209
12686,40.863,27.7071,4.65,-0.122,B3V,132.923,,105.1525,70.4058,60.9078,48.8909
12687,40.8705,-2.5315,6.48,0.981,K0,32.181,,120.1923,90.7996,78.5712,-5.3086
12711,40.9635,25.6383,6.35,0.089,A3V,27.3149,,104.2753,70.9885,61.6301,45.1188
12735,41.0215,44.297,5.43,0.904,G0Ib,531.6184,,301.2048,162.648,141.4948,210.3549
12737,41.0306,-13.8587,4.24,-0.122,B7IV,254.683,,120.4819,88.2408,76.7894,-28.8588
12742,41.0441,-52.5706,6.15,0.088,A2V,30.9885,,101.3171,46.443,40.4351,-80.4562
12744,41.0495,49.2284,4.1,0.514,F7V,2.4706,,11.1272,5.48,4.772,8.4268
12751,41.0796,17.7639,6.4,1.143,K2III,25.704,,103.5197,74.3124,64.7803,31.5834
12753,41.0856,-32.5247,6.21,0.04,A1V,34.1979,,109.4092,69.5311,60.625,-58.8253
12770,41.1374,15.3119,5.78,-0.024,B9Vn,140.864,,182.1494,132.3133,115.5764,48.1007
12788,41.207,67.8246,5.95,0.136,A5III,58.3445,,126.7427,35.9903,31.5149,117.3679
12795,41.2356,10.1141,4.27,0.311,F1III-IV,11.3344,,25.7732,19.0804,16.7246,4.526
12799,41.2399,12.4458,5.17,0.234,A7III-IV,9.8356,,36.3372,26.6819,23.3911,7.8312
12810,41.2757,-18.5726,4.47,0.481,F5/F6V,2.8708,,14.2207,10.1309,8.8926,-4.5294
12829,41.3371,4.7116,6.04,0.312,F0III:,8.0538,,49.0918,36.7354,32.315,4.0324
12838,41.3644,-63.7046,5.73,0.932,G8III/IV,13.9444,,55.991,18.6159,16.3916,-50.1971
12843,41.3857,-67.6166,4.83,0.058,A2IV/V,77.4105,,87.184,24.9091,21.9493,-80.6153
12931,41.6879,-21.6395,6.48,0.387,F3IV/V,5.1428,,48.0307,33.3404,29.6926,-17.7121
12949,41.743,35.9835,6.27,0.935,G8III,52.723,,139.6648,84.3248,75.2441,82.0604
12957,41.7649,35.5547,6.28,0.385,A9V,6.8612,,50.6073,30.7096,27.4238,29.4271
12975,41.7964,-22.4857,6.47,0.398,F2V,3.5318,,39.6197,27.2916,24.3984,-15.1527
13003,41.8798,44.2722,6.45,0.637,F5,491.134,,462.963,246.8144,221.2969,323.1796
13022,41.9485,81.4485,5.8,1.3,G8p...,73.9265,,133.1558,14.7262,13.2356,131.6754
13028,41.9772,29.2471,4.52,1.112,K1III,37.4973,Lilii Borea,52.6039,34.1211,30.6982,25.7011
13075,42.1337,18.2838,5.83,1.216,K1III,81.358,,141.6431,99.7369,90.2258,44.4368
13088,42.1912,25.1881,5.89,-0.033,A0V,56.9115,,121.8027,81.6637,74.0254,51.8381
13100,42.2313,69.6343,6.26,0.151,A3V,11.4499,,64.7668,16.6891,15.1494,60.7183
13108,42.2559,-62.8065,5.25,0.101,A2V,17.6035,,50.4541,17.0659,15.5048,-44.8773
13114,42.2725,-32.4059,4.45,0.981,G8III,40.5135,,52.9381,33.0716,30.0639,-28.3703
13132,42.3232,17.4643,5.26,-0.066,B6V,392.2835,,239.2344,168.7267,153.6542,71.797
13143,42.3621,37.3264,6.45,0.422,F6III-IV,21.3796,,96.6184,56.77,51.7694,58.5851
13145,42.3781,57.0843,6.25,0.786,A5Ia,27542287.0334,,100000.0,40141.9946,36626.5192,83947.1165
13164,42.4624,-24.5603,6.14,0.998,K0III,54.4503,,133.6898,89.7025,82.0889,-55.5683
13169,42.4757,-27.942,5.39,0.013,A1V,120.3372,,140.647,91.6428,83.9038,-65.904
13176,42.4959,27.2605,3.61,-0.1,B8Vn,80.8351,Bharani,50.7872,33.2876,30.4981,23.2624
13192,42.5616,-35.8436,5.92,0.899,K0III,70.9905,,137.931,82.3533,75.6259,-80.769
13210,42.6188,-75.0669,4.76,1.337,K3III,117.598,,104.0583,19.7323,18.1568,-100.544
13221,42.6459,38.3186,4.22,0.343,F2III,24.4794,,37.0233,21.366,19.6787,22.9557
13223,42.6471,36.9483,6.44,0.617,G0,7.1779,,55.7103,32.7481,30.1631,33.4872
13231,42.6684,-35.6758,5.48,1.259,K2III,111.0708,,140.8451,84.1263,77.5436,-82.1407
13234,42.6742,55.8955,3.77,1.69,K3Ib comp SB,1964.2646,Miram,269.5418,111.1162,102.4424,223.185
13237,42.6992,-39.9322,6.36,0.04,A0V,19.3197,,88.1057,49.6514,45.8156,-56.5534
13254,42.7597,-21.004,4.76,0.906,K0III,35.678,Angetenar,57.3066,39.2793,36.3217,-20.5406
13293,42.8733,15.0821,5.52,-0.099,B7V,123.8226,,151.5152,107.2146,99.5368,39.4246
13294,42.8785,35.0597,4.56,1.554,K5III,268.1637,,143.2665,85.9362,79.7968,82.2966
13305,42.9239,46.8419,5.86,0.903,G8III,56.7022,,119.9041,60.0569,55.8551,87.4664
13313,42.9412,58.3143,6.46,0.104,A1m,18.3823,,90.009,34.61,32.2081,76.5925
13329,42.9843,-30.8145,6.38,0.484,F6V,2.587,,32.5415,20.4448,19.0546,-16.6697
13333,42.9948,68.8885,5.94,0.7,F5:Ib-II,572.2687,,395.2569,104.1282,97.0834,368.7277
13353,43.0791,-62.9096,6.03,1.249,K1III,90.3649,,163.6661,54.4397,50.9065,-145.7101
13368,43.1338,-12.7697,6.05,0.862,K1V,0.3548,,10.352,7.3676,6.9027,-2.2881
13387,43.2114,-9.4412,6.31,0.196,A7IV,24.8428,,97.6562,70.2109,65.9587,-16.0191
13390,43.2168,52.9974,6.35,0.093,B8III,237.903,,307.6923,134.9571,126.8075,245.7254
13395,43.2277,-65.4553,6.47,1.008,K0/K1III,46.4301,,143.6782,43.4883,40.8778,-130.6951
13414,43.2987,16.4835,6.3,0.457,F5III,30.2273,,107.1811,74.7992,70.4841,30.4114
13428,43.3378,48.57,6.23,1.18,G5Iab:,819.5963,,540.5405,260.1468,245.4741,405.2779
13439,43.3933,-38.437,5.93,0.437,F5V,12.659,,58.5138,33.3051,31.4876,-36.3753
